GUID,ARTIST,TRACK,AIRTIME
d640b530-09f0-4ba2-0200-b454db159d41,Limp Bizkit,Take a Look Around,2022-07-06T06:38:32+02:00
4612746b-7fa2-4666-4d39-02ce696b4195,Journey,Any Way You Want It,2022-07-06T06:33:48+02:00
11ed60c5-538d-44be-5982-1a2f3f1e8385,Måneskin,Supermodel,2022-07-06T06:31:25+02:00
d75714dd-06fd-4d2b-40f0-235a70f21bdd,AC/DC,FOR THOSE ABOUT TO ROCK,2022-07-06T06:20:46+02:00
cf414110-1373-45e2-d39a-0ca0b1b7cc7f,Billy Talent,Reckless Paradise,2022-07-06T06:16:44+02:00
f15416bd-02e2-4c31-818d-0bed1e15b8b3,No Doubt,Don't Speak,2022-07-06T06:11:54+02:00
92a2c17f-6580-4e59-5627-d70926ebcad6,Krokus,Dirty Dynamite,2022-07-06T06:06:03+02:00
fafa3bda-b866-4fe1-31e9-892029c59f2f,Asia,Heat of the Moment,2022-07-06T06:02:26+02:00
f52fe1d3-94c7-4cf9-4cc6-3461685a3683,Poison,Unskinny Bop,2022-07-06T05:54:34+02:00
f2b50ddc-efd5-47a8-42ca-7a7b84908aed,Die Ärzte,Gehn wie ein Ägypter,2022-07-06T05:52:25+02:00
9496cdaa-83e3-49bb-56bc-953f21a4cc12,The New Roses,Every Wild Heart,2022-07-06T05:47:39+02:00
bc2614e8-ed16-4fa1-13ad-1fe758927218,Bruce Springsteen,Born to Run,2022-07-06T05:43:15+02:00
